gene_names,ParA-1,EtopR-1,DoxR-1,DasR-1,AfatR-1,LapR-1,GefR-1,GenR-1,MubR-1,SunR-1,PurR-1,TXR-1
PUSL1,8.78536507844237,9.83749499535893,9.80072405561486,9.72060737102674,9.84573970186747,9.73705065717555,9.63826222511125,9.88115375335756,9.80003297486419,9.68089162441265,9.570940025142,9.12883439389095
CPTP,8.28723758440828,9.11773310313657,9.08620736762386,8.70723177711644,9.20555749794861,9.09136455166614,8.74276860357666,9.3601357581238,9.22655038908185,8.91523188975527,8.77879611664594,8.31365054351761
TAS1R3,6.75441847382749,6.46353104530251,6.34206142130408,6.35043815308345,6.40806692731534,6.61129250177888,6.58540832954526,6.37299582635236,6.23521461291546,6.57864288138402,6.52143908301574,6.46945114866038
LOC148413,6.71013543572477,7.05740917551207,6.4915029181123,6.62738096801682,6.74686319028176,6.42203158421482,6.99875996153042,6.92698746321282,6.61214506701849,6.46387419436145,6.69843541656408,6.25487255038931
TMEM88B,8.7702265107659,8.67735732736023,8.54616379417624,8.46905911943406,8.87016982362109,8.66914063237495,8.55788285350402,8.57931797815258,8.60816443441283,8.67224426486513,8.76065510570306,8.5978587204745
VWA1,8.57848684688155,7.85187420087307,8.0151300282209,7.71188364532811,8.12475259610148,8.13021418065216,7.31520855682459,7.82593212716328,7.98663941370424,7.86457081353997,8.23548026228078,8.23775848212896
ATAD3C,6.07816671470599,6.01878221672167,6.22367741492635,6.26675571298315,5.7264715443436804,6.18532755802112,5.82224930917178,6.51512029231203,5.82799039749475,6.15934074607634,6.2638659525255,6.33839738091868
ATAD3B,6.39318394918464,7.02095401743204,6.87551826106006,6.73171816335399,7.31373181850334,7.12643858509903,6.54218635400592,6.99739120116895,7.06735173381513,6.74598472270403,7.44635808570439,7.11729808162471
ATAD3A,7.87373170675599,9.09202005420786,9.01587703005505,8.88087454152049,8.87211187854227,8.82541209120445,8.59628612206126,8.86703622813626,9.03296281479774,8.82736660416019,8.79864465330802,8.21982902877187
SSU72,7.40426466712614,7.52516603009839,7.64762906661567,7.45452564113306,7.61771553596781,7.68286310088411,7.90086807621868,7.64339965902301,7.56306978150358,7.52392654213483,7.3927655976509,7.26495960142639
LOC284628,6.91103781552805,6.98986152051278,7.11793759278818,6.99432250241151,7.17853550409533,7.0585179655035,7.03660193710498,7.16395685594908,6.92384258237858,7.02487025617082,6.88318336826925,6.70185905870339
MIB2,7.67100622068316,8.10311549195127,8.16043267063769,7.9672189972258,8.35062106097022,8.01945953789296,7.53162880665059,8.12453968334459,8.14200649309294,8.05417008901886,7.7866613733909,7.58105927667552
MMP23B,6.52252967273039,6.31163961127325,6.48960544177785,6.45456682345017,6.68573548334737,6.69515024787601,6.23242317891171,6.29861009219575,6.50355882253279,6.73086293052947,6.66418084558843,6.37664766501096
SLC35E2,6.8635133439467,6.97678772726574,6.93905971927931,6.78592735523301,7.15148884174858,7.03079535737808,6.67726604227028,7.10562313406774,7.29595338240814,7.07177104255715,6.65388201705225,6.91117727318601
CALML6,6.39179151584275,6.50072605373593,6.71385579233124,6.61476442981925,6.69094736050612,6.42622790207868,6.39595762791524,6.24946049759458,6.54753431255952,6.61476442981925,6.73353440096213,6.61476442981925
GABRD,7.00854561359026,7.84674434359933,8.27954620341607,7.80201810319854,8.08264945788051,7.87362611023133,7.1560051845398,8.04453929664608,7.9670070971061,7.68682876740878,7.83211271870557,7.50072327408129
PRKCZ,6.71953466507157,7.17953743560062,7.34453042282979,7.0193735944882,7.3457992414187,7.27443063605296,6.72512347755104,7.15924390545391,7.17843028141439,7.22720051235622,6.84413418062046,6.5905814015669
SKI,8.77617110851769,8.91583881899594,8.76035995483449,8.59235495791698,8.77284425612945,8.8994515171007,8.76986207811483,8.95235295637064,9.00614364091038,8.88748521900173,8.35292823627436,8.45862139642941
RER1,7.56058893159083,7.92695983167922,7.75954290978068,7.81365017140897,7.86460448455504,7.96659271306798,7.89607260110981,7.86619348737987,7.79646968721131,7.64143688073992,7.68597124866977,7.47311452600181
PLCH2,6.49990323862671,6.5540612028625,6.61762201019426,6.45765327597315,6.9502390988272,6.64753364049053,6.46259776721968,6.67308261800835,6.58738904760089,6.58911022560233,6.80061984313454,6.40892073750855
LOC115110,6.20146892610594,6.07684866318484,6.12138125707436,6.32606940264094,6.14720864351334,6.19894493903636,6.4237785643179,6.05900033507509,6.18042197408353,6.24819606783475,6.2146836885261,6.1297974714344
TNFRSF14,7.35023332739611,6.44402342146753,6.95670738127976,6.87652348783811,6.83245483573947,6.64344998885851,6.93357706618987,6.3818353550349904,6.71935270430987,6.787245984478,7.49436155166446,6.9846799435444
LOC100996583,4.57222402744375,4.6329171035526,4.64670308209595,4.26415234501251,4.64063817749996,4.45278493302828,5.02669935415779,4.85646512715822,4.59939041758683,4.64063817749996,4.71445968436987,4.44685128811565
FAM213B,7.68044533477921,8.18681990446759,8.32649244306978,7.99959157598956,8.33236911373296,8.38264343320681,7.39846576023554,8.09613181453837,8.24009909807558,8.29229659857847,7.77416407244723,7.50462570396828
ACTRT2,5.4587928219794,5.70118832197815,5.62812375397348,5.5288879504241,5.29744951028407,5.40470245376188,5.18312647136769,4.82738237517213,5.63590720262337,5.30446940473505,5.54651928525745,5.52990088954764
PRDM16,6.47727410042945,6.58030045143915,6.83985807586868,6.89669282612486,6.85006018697645,6.71102547404057,6.86409080748701,6.67631048005799,6.79430067543531,6.8989289134351,6.63436333213259,6.30781484409556
MIR4251,2.87628278465306,3.80777648033735,3.6360924603267,3.34940187009085,4.12917030712816,4.472167736776,3.25258131340383,3.22550543579083,3.40456891021319,3.99765370670469,3.57906885029297,3.37103976772069
ARHGEF16,7.46108577412312,7.605631699108,7.60488887515023,7.58708615663894,7.50441159642744,7.64975105116169,7.78703082616288,7.59032346236019,7.45857968575458,7.49928116705055,7.69510966863731,7.72227388782054
TPRG1L,9.2824533257888,9.9942933941129,9.7378482205864,9.84206562316563,9.73781894769139,10.3136040692567,10.2058069847131,9.63958175577677,9.92686060127786,9.43586840556046,9.68298028780215,9.45290379258754
TP73,7.66007886464325,7.30029030430953,7.53204846931451,10.3902407025406,7.88881648721543,10.8699388616468,10.5821036939229,7.50405469026087,8.62866473000652,7.9871933415982,6.38920490835439,6.74086784809591
CCDC27,5.99081286312894,5.65102951809552,5.8716895216181,5.93725094024418,6.09336623522384,5.78411161980274,5.95593502599805,5.52694993517884,5.86976615496335,5.86324239545328,5.8910919899493,5.7003142671029
SMIM1,6.33678182305789,5.89879849350189,5.93613351890258,6.16960999104671,6.40873023517907,6.36819253305309,5.608027317022,5.75267520235936,6.03130356826383,5.94985984173404,5.8132012144472,5.54120184244297
DFFB,6.80713255393672,8.31128910728765,8.26490363688908,7.97241116643848,8.19659679291951,8.13727888339606,7.48262528347491,8.11958708469451,8.16931801691793,8.04196976117659,8.0653025068939,7.29197210106029
LINC01134,6.02793637854716,6.4718804312013,6.75531435141084,6.64115996916071,6.76166136998934,6.58925505634639,6.60230698009006,6.58869570026257,6.63313134560614,6.81863289033161,6.80070346764515,6.61559061242273
LINC01346,6.45631815716659,6.49150213738579,6.72207059223026,6.42682628842903,6.64497752513517,6.58369493889025,6.76817709754651,6.54669295857836,6.38855322587429,6.92242403286479,6.69342800778822,6.40248039519143
LOC284661,4.02701385589371,4.02134590193941,4.28193727620626,4.19827008475063,4.33351466450699,3.76802809090431,4.24052766066715,4.12820833426032,4.39646661434356,3.94503918005856,3.89319826986141,3.98739546127999
AJAP1,5.42870434988436,5.36190796228463,5.37812284854408,5.33534337289626,5.41498203273504,5.4077335393847,5.59886222390728,5.21906729229416,5.35941634519962,5.66339811575577,5.2683105347951,5.10462987523866
KCNAB2,6.36697735486274,7.61120687387715,7.20081727042469,7.21295967768347,7.28595243377208,7.16558394033977,7.06451905572784,7.19359339652249,7.35063162072879,7.2954742192909,7.15107265128901,6.86890507424331
RNF207,6.58101156535908,7.50650060909776,7.68404596995252,7.29490343385305,7.46848888068699,7.2447505497113,7.2018673224862,7.58280287929688,7.51090802031234,7.42283892499953,7.39919812648257,7.28806785375396
LINC00337,6.84096473041714,6.47878695565483,6.70681420343567,6.49271205180443,6.77843693451114,6.48951227367385,6.63861453224833,6.3673350483327,6.85968922996242,6.73615490683469,6.97926810064553,6.72068210348631
HES3,6.66964855288252,7.04165047051862,6.92206888580421,7.20349317800226,7.19728591949964,7.17395690120637,6.98451773122558,7.21689559075152,7.18587111594819,7.22217601959362,6.89946310125434,6.90335697448246
ESPN,6.82806530926918,6.72465334005928,6.9877266325575,7.27703101919768,6.87808709086276,6.9532589053529,7.21844670681146,6.67273139275405,6.8056546033696,7.13774254259011,6.90221364436919,6.80403688480744
TAS1R1,5.64967212588642,5.90704910815633,5.9862761671168,6.08465250761728,5.97787000349337,6.17230872955192,5.84467610665855,9.51785040972211,5.90096447752473,6.14267566851247,5.6240033631792,5.68168433050427
ZBTB48,7.18001723289639,7.66101496000077,7.7809098053437,7.52268309120066,7.88602039895493,7.5640836047373,7.63245560926764,8.2961454717335,7.84143626415047,7.85462671620603,7.44925976676491,7.15150775844676
PHF13,8.09724477365329,9.16777888438605,8.99548652563534,8.95136539072496,8.97791949263225,9.16818630585203,8.61742182253166,9.47243557682645,9.27136269422025,9.05795732593737,8.18567668689287,8.15566385996971
LOC100505887,5.1020895376168,5.59586794314271,4.88607480922761,5.23624790386842,5.11446614277314,5.24340111479906,4.74441763833357,5.0690357742968,4.87113081109917,5.07285564673202,5.10323733640002,5.1048104414948
CAMTA1,7.83046994971744,8.67099168294883,8.64395628005715,8.44405692179612,8.53884319636088,8.73079013925381,8.24461731582798,8.53773558158537,8.47544990057375,8.51772022158054,7.8834237070628,7.80163612454518
VAMP3,10.7969611590395,10.326342398013,10.2538406753152,10.2544144946754,10.1457557193104,10.3156921907509,10.3652665876903,10.3130429690479,10.2381832658817,10.0729873981423,10.7118595615606,10.7759037563741
PER3,7.36596706514276,6.95960295309427,6.86592159752934,6.80233219468273,6.69401037236315,6.97508893987479,7.17246704292987,7.15849593002098,7.04071429259946,6.77214855223561,6.08418679807611,5.95066316570704
PARK7,9.61641559720268,9.9930940639973,10.0252261780698,9.86061130998579,10.050224698862401,10.194556679227,9.81755714675537,10.1123938673464,10.0225802289204,10.1353866497795,9.66832371472651,9.66571196640493
SLC45A1,6.14625711152017,6.82572035510209,6.69076660779724,6.5013461339633,6.75795099994261,6.72950806805272,6.40897596465345,6.77616253047066,6.52735244590941,6.683275023139,6.27131724985601,6.32113818913216
ENO1-AS1,6.14059808197714,5.64472228758874,5.88996219946318,5.34901424917012,5.72342119729645,5.50652574539035,5.67737120560491,5.87930855174877,5.7293687304987,5.62345821128383,5.86934536133558,5.64577009570445
CA6,5.03758534138051,4.8411239550953296,5.04104860839435,5.0908085694582,5.23884347833786,5.1192799092569,4.96928593016245,4.75126041369253,5.03542768145702,5.26587252815023,5.04093946478547,5.13229502915778
H6PD,7.48479790679486,6.70852752745735,6.84965196253276,6.81510589388012,7.41847588135538,7.04472207866902,6.89030615216929,7.33290330893562,7.4205095849005,7.18227227244466,7.18371231157855,7.77237836180749
SPSB1,7.73439093520317,7.26378024428317,7.04794473813867,7.44369519846302,6.970376025429,7.27841790465663,7.372824174335,7.24366194670108,6.54709829762043,6.8179923532859,7.78430688075431,8.08161511999743
SLC25A33,8.35289087128512,9.69493520767328,9.90627133425867,10.0952716737935,9.83436590401935,10.3199353253431,9.645076024971,10.0280965648294,9.93349690882031,9.93974441869111,8.5678131097667,7.95370096134405
TMEM201,7.93240033552443,8.04178390875044,7.87544180250465,7.64585024259451,7.82491892675054,8.12627791812366,7.33779958363663,7.8934081164403,7.88739561986766,7.68348110617651,8.08160151822455,7.30343764146645
PIK3CD,6.62995380426788,6.68463153956164,6.69515024787601,6.85642973215111,6.67512433174028,6.96192303725456,6.56386482373204,6.69306254612592,6.90798352511411,6.66533384964419,6.7110489856243,6.69515024787601
NMNAT1,6.93629926439722,7.16770427541164,7.33679919206199,6.84326965676199,6.93617742266671,7.26112807807363,6.98297160409577,7.2463179697641404,7.44905100213137,7.29338631944522,7.25698662463477,7.38467765255087
RBP7,5.01157178322605,7.5051025102105,7.20647274749126,6.65845845500409,7.34698599319173,7.68435489936133,6.31765514999802,7.83062688031308,6.99614937640632,6.95116594664204,4.83902144040815,4.68832838108528
UBE4B,10.1935055316957,10.4674095505741,10.3305080817168,10.226284574329,10.2414721166367,10.2704096295468,9.52646741653875,10.3966562740122,10.4715609931489,10.3968154910829,9.4701622973018,9.74131896945978
KIF1B,8.67940056422157,9.05374025278803,8.77852286562882,8.8771962625706209,8.44216171484308,8.61734387538288,8.15955561847515,8.92312390310635,8.81395693594219,8.79669928541167,7.88867569411981,8.43537719788798
PGD,11.7026235184022,11.7292909245311,11.6313571443475,11.4919178833626,11.6352695129497,11.7428005597398,11.356396296529,11.7730995741696,11.7049821159217,11.6904370820203,11.2313751060503,11.287056910455
PEX14,8.13527645954578,8.65357484574212,8.39477045739047,8.43232217086998,8.41497989252093,8.41136299634024,8.31598170709413,8.53396568939157,8.31726722747798,8.25551933276054,8.2962192536299,8.22344128775296
TARDBP,8.21565153502547,8.54697407718436,8.08183490539093,8.21110873490159,8.29932999191407,8.54604824761539,8.17468344791593,8.78383424687479,8.0450448995467,7.92572545596822,8.3406138424237,7.99147759256828
EXOSC10,8.53268884082624,8.52064409801935,8.37029997645218,8.39152680350912,8.4575843145858,8.56989134726188,8.364500299789,8.53081651169158,8.60106669956754,8.61915011365828,8.59977911009687,8.38831959785635
MTOR-AS1,3.92149098785277,4.11674025372035,3.68248714683875,3.7645881107313,4.10288045175266,4.32282483919827,3.76034984403457,4.26605153150422,3.87736712281478,4.35234556420311,4.00673672953305,4.11102821745154
ANGPTL7,5.37174862048933,5.30861786842245,5.37548510875114,5.37213092706103,5.3501700755235,5.31970253208278,5.19903371885792,5.32437472331198,5.26672633607398,5.32493845254715,5.46269781409381,5.48266280911539
UBIAD1,9.02561525742584,9.07567471956436,9.11484746629308,8.7941430451877,9.28049416527959,9.10842982514152,8.85165370599599,9.03472904402796,9.26771643323922,9.09988663921586,8.79583549665677,8.19103552717159
PTCHD2,6.12353589872522,6.04587873092177,6.45452433419834,6.3775622273063,5.96353627705192,6.36720095897379,6.45375329284833,5.98478916831835,6.22358086188633,6.11836096180769,6.02188659948078,5.76150689892774
LOC101929181,5.23050912265236,5.31366180357349,5.49374908325959,5.35319688449963,5.54267055325097,5.26704714602604,5.56139549774653,4.97231830575056,5.3483918887856,5.53970578401234,5.40025195021656,5.22126092705419
FBXO44,7.30906015920595,8.43905724633415,8.48794773719712,7.88369825463673,8.63084824237262,8.24884919823354,7.58960916250945,8.4676970832013,8.58714715024661,8.13895644157797,7.43858651388277,6.90268515168669
FBXO6,7.94141895141567,9.53985362316022,9.403692197441,9.16396415469974,9.44223115831933,9.40803275329331,8.90775722987545,9.59584415630878,9.39956257914567,9.10096953932955,6.42767631695436,7.07114294048682
DRAXIN,5.77183655537215,6.17421645599382,6.3966865959662504,6.18033631867266,6.43210935834326,6.25194824384683,6.0048007072374,6.09246981666232,6.08096418826088,6.3467917527173,6.07595493222471,5.87684822032868
AGTRAP,8.02988855913381,8.59422868537793,8.64185446833038,8.20569558473569,8.87620697339332,8.71475118470246,7.6589833040365,8.61241710775156,8.70848145687648,8.50450370817881,7.8864351513704,7.75005238255494
C1orf167,6.3763616077874,6.20448122236835,6.46391509591863,6.37402408337923,6.7199581562587,6.47496694262203,6.34479332030281,6.36351837158748,6.14575641131068,6.58482671498056,6.62476094229732,6.45944340992332
CLCN6,9.43385961762985,8.35446838331233,7.64165494420255,8.02748894836996,7.98297865989344,7.85508434183199,8.44659571554817,8.239415849577,7.77600930519669,7.71953257000427,8.23433225204188,8.50801083599282
NPPA-AS1,6.78497736523508,5.92511194055463,6.35908879230891,6.0241923192401,5.78229455208885,5.4462868612694,6.08880405211229,5.96279626648821,5.97477023844265,5.96988476976997,6.34530758266155,6.29868858005025
RNU5E-1,11.7715652396942,12.1493118831527,12.1878208157093,12.3225863877848,11.9418754019523,12.2982322285046,12.3408706946828,12.1099446192291,11.999373505676,12.1785131664547,11.8490631428676,12.2453973970227
PLOD1,11.3592848566507,11.1786378490142,11.0602892228775,10.7646838867753,11.1970877107554,11.0818548436277,10.0675212649181,11.423187813845,11.0561231494359,11.0765737336685,10.9084076316388,10.760516597597
MFN2,9.84871982157248,10.3004226971977,9.97346188154359,9.79436915076281,9.94838534290899,10.1492503978538,9.87571401871499,10.1934730587347,9.97376067998598,9.9753781956864,9.69062684801688,9.32304009632121
MIIP,8.00163350405565,8.36726121965627,8.30760007917688,8.23929504070763,8.58920147140012,8.41888761785597,8.09298439042357,8.32934711839226,8.49984253217239,8.41756747813728,8.34118107483289,8.04563115568762
TNFRSF8,6.28867335179739,6.06849761745919,6.29496559896158,6.41183662623,6.23890084789702,6.23908722739283,6.20273960134177,6.2900008547718,6.30055228661892,6.19507278529807,6.27319712139014,6.23001024577392
VPS13D,8.346606380672,8.1518955645976,8.273451189259,8.30445800750024,7.47383729190814,7.81183045486911,7.85755825943021,8.38650605570675,8.61333427258495,8.5853738349979,7.35012953494539,7.8338569104166
AADACL4,4.90198406501687,5.33292591500471,5.28198792275035,4.96548524365452,5.12172927064712,4.80732744602505,4.96335452759113,4.9648731417525,4.83650665134133,5.08782804637579,5.34368743527208,4.89867875071238
AADACL3,6.22880228593427,6.40741129298177,6.46462869904472,6.40716115549474,6.46835435450112,6.55450061165735,6.36088990826927,6.62599754052089,6.15024402160756,6.43551134689774,6.4625566707931,6.27121822180467
C1orf158,4.40561084857761,4.19933718203207,4.14826227816582,4.65032597149862,4.23240166313549,4.37482602814327,4.4526637739606,4.4405447670649,3.91185645306948,4.44377768328698,4.35987643815261,4.61225354944418
PRAMEF12,4.74008425260629,4.34619809752817,4.58018813126618,10.0729992407635,4.88830692157091,5.16810291062891,11.4444547421856,4.60170132746363,4.3798256788667,4.89415501794208,4.14176049531491,4.19250421059574
PRAMEF2,4.79343776790391,5.08210493710713,5.25087831151947,9.78461906839501,4.96109712653584,5.62248893369682,10.9571341341501,4.93183962500943,4.786522835229,5.0575246698253,5.01362522060367,4.37450770394548
PRAMEF22,8.12463164675412,8.50248180487122,8.7223298610504,8.85100388781175,8.69696047851482,8.59776228568968,7.52290075839914,8.95667595740592,8.27506402730511,9.16758831276038,8.04046276692496,8.7396137828517
PRAMEF16,5.63176732240563,6.15404821376026,6.0407609110164,7.18650845247349,6.14000570160391,6.25542395272014,7.94074017017864,5.61118182512115,5.86852342366127,6.26436508556561,6.20298187756821,6.10039765038711
PRAMEF20,5.12388089163792,5.48064643560292,5.43537499176799,8.97791811916197,5.44975280639404,5.6602374694209,9.75172608977789,5.62563233923892,5.32645743933267,5.30190365329655,5.80143875594975,5.38805798402246
PDPN,5.8228960536989,5.63714154668049,5.75303075354707,5.91621207693444,5.8228960536989,5.81053312698044,5.7812097617489,5.77459162081084,5.62717438373568,5.93584370653757,5.94670011644896,5.87738881803439
PRDM2,6.87410843078037,6.58946870634363,6.38780102734578,6.85282121496183,6.50575871990975,6.451134631351,7.07332697556462,6.25330746570777,6.67357734456942,6.31630237944131,6.76422690564533,6.93277013823573
KAZN,5.90575904264124,6.19578200049674,6.37348493731528,6.41208383589212,6.37359269259652,6.48607438876912,6.27951894632524,6.36226937818421,6.14742602686478,6.24326408121646,6.18663798558371,5.75016366141044
TMEM51,7.31186463146176,7.4133055471757,7.48903065240196,6.93515004786251,7.19007608738407,7.63917715970243,6.95062602924457,7.12802835104973,7.33314519925793,7.24772250529194,9.2892209198178,8.9706625170821
FHAD1,5.81299881088302,5.63329704397043,5.99698087496392,5.85606516337285,6.1898886183747,5.94740902295056,5.7183794191045,5.668369062706,6.18102742953675,6.13055457530507,6.00161136684209,6.04079801456396
EFHD2,8.81353497950884,9.30336734718373,9.26624201409323,9.16001526605962,9.35809055089718,9.41501586894814,8.804279220549,9.0415485423767,9.13892966307537,9.13871131796455,10.4882321858084,10.27384051132
CTRC,6.41986572746427,6.16008933076169,6.28579852976662,5.93735384482104,6.21394520458147,6.37486151450741,5.91883808509805,6.16843861663564,6.23794440517305,6.45768801242635,6.71742642437071,6.61454871579072
CELA2B,4.25745792198546,3.96183207589406,3.90383978690267,5.21575939013671,4.25561033431481,4.42717914816025,4.69700576540311,4.83685678531566,4.45458056661954,4.27752494633033,5.19551203694726,4.41056554648206
DNAJC16,8.21746076625442,8.62680641433656,8.73341274203664,8.36998425101643,8.72489720204257,8.4867340585848,8.3778987970657,8.69196799630112,8.84920513101824,8.76167441913293,8.21269189949818,8.2560851066802
PLEKHM2,10.664304583549,10.3043358479259,10.008871379406,10.1418884333129,10.0260314900068,9.98993074978197,10.6746133477574,10.1585385120625,10.1904074986376,9.26949202600512,10.444711053109,10.1919951844001
SLC25A34,7.26640438897375,7.15252112536708,7.13621039700224,7.22381513276018,7.30049965078303,7.47247526770375,7.08234090985868,6.97248998988965,7.14527213679136,7.39045456593138,6.97617199903644,7.10285338008376
TMEM82,6.27461776497734,6.1656230557255,6.20056164520969,6.26826402195215,6.50481722850689,6.18521794850394,6.65907976986123,6.33217861388576,6.58197362113154,6.45272419514763,6.56286146144513,6.39389140950638
FBLIM1,6.93629926439722,6.18253753490213,6.44964522044069,5.9559050048545,6.43703503058115,6.26026948869681,6.57884208690453,6.17294799100687,7.31149261782024,6.25755552449906,6.82711294370746,6.90905091574393
SPEN,9.45641632337883,10.0176729329916,10.2399118259212,10.0773613733972,9.55051130041682,9.90255542225333,10.0894503789234,10.0441603787899,10.6327227638332,10.3135399611316,9.83595122728106,9.50975452893187
C1orf64,4.70155768815572,4.79518768165315,4.93873794497247,4.61135425303378,5.1356664095405,5.16029598367496,4.55222049976023,4.64964950176395,4.81177521721442,5.06812485605766,4.74690567714649,5.06015187452318
CLCNKA,5.99417778730009,6.31027864618362,6.2166923745843,5.45472703012142,5.6341550270371,6.07824920965254,6.0037325565582,6.49570924558644,5.99189396690542,5.9049793110606,6.06313946377344,5.9409153783231
CLCNKB,6.31718354606476,6.27765671041837,6.0433678918294,6.10001238911155,6.10357930874099,6.24282025072497,5.90039649313951,6.45134768114801,6.04497991678382,5.55092147685944,5.86785658896408,6.06750693853335
ARHGEF19,6.62521253406713,5.69959741214193,5.89679054980595,5.55414738739349,5.82610723233621,5.82660361794792,5.12579402087405,5.88511821523139,5.48265160098459,5.64719287763671,5.9503227266783,5.71781669160742
SZRD1,7.02699609296427,7.11965334017825,7.15860375654286,7.08334526213209,7.1251532755239,7.1359083191466,7.12811591700399,7.35398529966728,7.20646461365616,7.1333961689378,7.33318314442213,7.24786608286145
NECAP2,10.5800698215887,10.229396371021,10.246710482835,10.2094361773008,10.2057971130674,10.1944938889614,10.0521926884103,10.1770256155293,10.1799658654044,10.0361275702806,10.8756582574211,10.6698894853334
LOC100133616,5.11606059210949,5.31366180357349,5.36509005009536,4.9601317956601,5.52953104400158,5.50511500531438,4.99931132776151,5.55703629958274,5.17010544981044,4.924146221543,5.28553541877335,5.49553899930822
MIR3675,2.41418148092456,2.46676014615836,2.22197412836199,2.08682726851179,2.34008919961132,2.29495944299119,2.42095352233859,2.32122847358122,2.39102093973982,2.27299604769206,2.34127417355829,2.11175669206264
CROCCP2,5.9929692350669,5.91608311177711,5.9290804058283,5.83861906740011,5.7829725662530604,5.73067483584084,6.07988855265336,5.94293279193987,5.98079944892477,5.94820046684243,5.64667557948488,5.6825437029338
MST1P2,7.14776031585081,7.24588105707943,6.93760754517742,7.02951468430395,7.40717875029748,7.40334595435669,7.11883483719301,7.5278996889504,7.20514232951199,6.99668758683387,6.81444581876422,6.75060564655263
